code,csv_file,file_size_kb,name,industry_name
sh.601199,sh_601199.csv,12.619140625,江南水务,未知行业
sh.601200,sh_601200.csv,12.861328125,上海环境,未知行业
sh.601208,sh_601208.csv,13.7822265625,东材科技,未知行业
sh.601211,sh_601211.csv,13.9208984375,国泰海通,未知行业
sh.601212,sh_601212.csv,13.32421875,白银有色,未知行业
sh.601216,sh_601216.csv,13.1083984375,君正集团,未知行业
sh.601218,sh_601218.csv,13.07421875,吉鑫科技,未知行业
sh.601222,sh_601222.csv,13.001953125,林洋能源,未知行业
sh.601225,sh_601225.csv,13.75,陕西煤业,未知行业
sh.601226,sh_601226.csv,13.162109375,华电科工,未知行业
sh.601228,sh_601228.csv,12.755859375,广州港,未知行业
sh.601229,sh_601229.csv,13.1591796875,上海银行,未知行业
sh.601231,sh_601231.csv,13.7646484375,环旭电子,未知行业
sh.601233,sh_601233.csv,13.7158203125,桐昆股份,未知行业
sh.601236,sh_601236.csv,12.8779296875,红塔证券,未知行业
sh.601238,sh_601238.csv,13.0751953125,广汽集团,未知行业
sh.601279,sh_601279.csv,12.9189453125,英利汽车,未知行业
sh.601288,sh_601288.csv,13.3544921875,农业银行,未知行业
sh.601298,sh_601298.csv,12.9619140625,青岛港,未知行业
sh.601311,sh_601311.csv,13.1982421875,骆驼股份,未知行业
sh.601318,sh_601318.csv,13.8525390625,中国平安,未知行业
sh.601319,sh_601319.csv,13.111328125,中国人保,未知行业
sh.601326,sh_601326.csv,12.81640625,秦港股份,未知行业
sh.601328,sh_601328.csv,13.24609375,交通银行,未知行业
sh.601330,sh_601330.csv,12.822265625,绿色动力,未知行业
sh.601333,sh_601333.csv,12.7880859375,广深铁路,未知行业
sh.601336,sh_601336.csv,13.7880859375,新华保险,未知行业
sh.601339,sh_601339.csv,12.7529296875,百隆东方,未知行业
sh.601360,sh_601360.csv,13.90234375,三六零,未知行业
sh.601366,sh_601366.csv,12.8681640625,利群股份,未知行业
sh.601368,sh_601368.csv,12.67578125,绿城水务,未知行业
sh.601369,sh_601369.csv,13.2900390625,陕鼓动力,未知行业
sh.601375,sh_601375.csv,13.0029296875,中原证券,未知行业
sh.601377,sh_601377.csv,13.1201171875,兴业证券,未知行业
sh.601388,sh_601388.csv,13.037109375,怡球资源,未知行业
sh.601390,sh_601390.csv,13.0361328125,中国中铁,未知行业
sh.601398,sh_601398.csv,13.2568359375,工商银行,未知行业
sh.601399,sh_601399.csv,13.18359375,国机重装,未知行业
sh.601456,sh_601456.csv,13.34765625,国联民生,未知行业
sh.601500,sh_601500.csv,12.8505859375,通用股份,未知行业
sh.601512,sh_601512.csv,12.83203125,中新集团,未知行业
sh.601515,sh_601515.csv,12.9736328125,衢州东峰,未知行业
sh.601518,sh_601518.csv,12.640625,吉林高速,未知行业
sh.601519,sh_601519.csv,13.7080078125,大智慧,未知行业
sh.601528,sh_601528.csv,12.849609375,瑞丰银行,未知行业
sh.601555,sh_601555.csv,12.6025390625,东吴证券,未知行业
sh.601566,sh_601566.csv,13.4404296875,九牧王,未知行业
sh.601567,sh_601567.csv,13.71875,三星电气,未知行业
sh.601568,sh_601568.csv,12.861328125,北元集团,未知行业
sh.601577,sh_601577.csv,13.0673828125,长沙银行,未知行业
sh.601579,sh_601579.csv,13.5546875,会稽山,未知行业
sh.601588,sh_601588.csv,12.73828125,北辰实业,未知行业
sh.601595,sh_601595.csv,13.5205078125,上海电影,未知行业
sh.601598,sh_601598.csv,12.9736328125,中国外运,未知行业
sh.601599,sh_601599.csv,12.8271484375,浙文影业,未知行业
sh.601600,sh_601600.csv,13.8486328125,中国铝业,未知行业
sh.601601,sh_601601.csv,13.73828125,中国太保,未知行业
sh.601606,sh_601606.csv,13.7490234375,长城军工,未知行业
sh.601607,sh_601607.csv,13.62890625,上海医药,未知行业
sh.601608,sh_601608.csv,13.0673828125,中信重工,未知行业
sh.601609,sh_601609.csv,13.6201171875,金田股份,未知行业
sh.601611,sh_601611.csv,13.8359375,中国核建,未知行业
sh.601615,sh_601615.csv,13.4755859375,明阳智能,未知行业
sh.601616,sh_601616.csv,12.9052734375,广电电气,未知行业
sh.601618,sh_601618.csv,13.0302734375,中国中冶,未知行业
sh.601619,sh_601619.csv,13.130859375,嘉泽新能,未知行业
sh.601628,sh_601628.csv,13.716796875,中国人寿,未知行业
sh.601633,sh_601633.csv,13.712890625,长城汽车,未知行业
sh.601636,sh_601636.csv,13.0205078125,旗滨集团,未知行业
sh.601658,sh_601658.csv,13.203125,邮储银行,未知行业
sh.601665,sh_601665.csv,13.0419921875,齐鲁银行,未知行业
sh.601666,sh_601666.csv,13.0078125,平煤股份,未知行业
sh.601668,sh_601668.csv,13.060546875,中国建筑,未知行业
sh.601669,sh_601669.csv,13.185546875,中国电建,未知行业
sh.601677,sh_601677.csv,13.7744140625,明泰铝业,未知行业
sh.601678,sh_601678.csv,12.974609375,滨化股份,未知行业
sh.601686,sh_601686.csv,12.765625,友发集团,未知行业
sh.601688,sh_601688.csv,13.8583984375,华泰证券,未知行业
sh.601689,sh_601689.csv,13.7939453125,拓普集团,未知行业
sh.601696,sh_601696.csv,13.7734375,中银证券,未知行业
sh.601698,sh_601698.csv,13.8173828125,中国卫通,未知行业
sh.601699,sh_601699.csv,13.69140625,潞安环能,未知行业
sh.601700,sh_601700.csv,12.916015625,风范股份,未知行业
sh.601702,sh_601702.csv,13.6103515625,华峰铝业,未知行业
sh.601717,sh_601717.csv,13.71484375,中创智领,未知行业
sh.601718,sh_601718.csv,12.8779296875,际华集团,未知行业
sh.601727,sh_601727.csv,13.2529296875,上海电气,未知行业
sh.601728,sh_601728.csv,13.1650390625,中国电信,未知行业
sh.601766,sh_601766.csv,13.15625,中国中车,未知行业
sh.601777,sh_601777.csv,13.6455078125,千里科技,未知行业
sh.601778,sh_601778.csv,13.15625,晶科科技,未知行业
sh.601788,sh_601788.csv,13.7353515625,光大证券,未知行业
sh.601789,sh_601789.csv,13.04296875,宁波建工,未知行业
sh.601798,sh_601798.csv,12.83203125,蓝科高新,未知行业
sh.601799,sh_601799.csv,14.078125,星宇股份,未知行业
sh.601800,sh_601800.csv,13.0888671875,中国交建,未知行业
sh.601801,sh_601801.csv,12.7685546875,皖新传媒,未知行业
sh.601808,sh_601808.csv,13.6298828125,中海油服,未知行业
sh.601811,sh_601811.csv,13.4404296875,新华文轩,未知行业
sh.601816,sh_601816.csv,13.080078125,京沪高铁,未知行业
sh.601818,sh_601818.csv,12.9423828125,光大银行,未知行业
sh.601825,sh_601825.csv,13.0009765625,沪农商行,未知行业
sh.601827,sh_601827.csv,12.7109375,三峰环境,未知行业
sh.601828,sh_601828.csv,12.8076171875,美凯龙,未知行业
sh.601838,sh_601838.csv,13.75,成都银行,未知行业
sh.601857,sh_601857.csv,13.66015625,中国石油,未知行业
sh.601858,sh_601858.csv,13.5341796875,中国科传,未知行业
sh.601860,sh_601860.csv,12.736328125,紫金银行,未知行业
sh.601865,sh_601865.csv,13.6962890625,福莱特,未知行业
sh.601866,sh_601866.csv,12.8466796875,中远海发,未知行业
sh.601868,sh_601868.csv,12.951171875,中国能建,未知行业
sh.601869,sh_601869.csv,14.0732421875,长飞光纤,未知行业
sh.601872,sh_601872.csv,13.486328125,招商轮船,未知行业
sh.601877,sh_601877.csv,13.75,正泰电器,未知行业
sh.601878,sh_601878.csv,13.6611328125,浙商证券,未知行业
sh.601880,sh_601880.csv,12.873046875,辽港股份,未知行业
sh.601881,sh_601881.csv,13.703125,中国银河,未知行业
sh.601882,sh_601882.csv,13.4208984375,海天精工,未知行业
sh.601886,sh_601886.csv,12.6787109375,江河集团,未知行业
sh.601888,sh_601888.csv,13.783203125,中国中免,未知行业
sh.601890,sh_601890.csv,13.5908203125,亚星锚链,未知行业
sh.601898,sh_601898.csv,13.708984375,中煤能源,未知行业
sh.601899,sh_601899.csv,13.955078125,紫金矿业,未知行业
sh.601900,sh_601900.csv,13.5556640625,南方传媒,未知行业
sh.601901,sh_601901.csv,13.0009765625,方正证券,未知行业
sh.601908,sh_601908.csv,13.03125,京运通,未知行业
sh.601916,sh_601916.csv,12.84375,浙商银行,未知行业
sh.601918,sh_601918.csv,13.0751953125,新集能源,未知行业
sh.601919,sh_601919.csv,13.8447265625,中远海控,未知行业
sh.601921,sh_601921.csv,12.77734375,浙版传媒,未知行业
sh.601928,sh_601928.csv,13.361328125,凤凰传媒,未知行业
sh.601929,sh_601929.csv,13.1435546875,吉视传媒,未知行业
sh.601933,sh_601933.csv,13.1884765625,永辉超市,未知行业
sh.601939,sh_601939.csv,13.1806640625,建设银行,未知行业
sh.601949,sh_601949.csv,12.7763671875,中国出版,未知行业
sh.601952,sh_601952.csv,13.0048828125,苏垦农发,未知行业
sh.601956,sh_601956.csv,12.8017578125,东贝集团,未知行业
sh.601958,sh_601958.csv,13.703125,金钼股份,未知行业
sh.601963,sh_601963.csv,13.5341796875,重庆银行,未知行业
sh.601965,sh_601965.csv,13.5400390625,中国汽研,未知行业
sh.601966,sh_601966.csv,13.646484375,玲珑轮胎,未知行业
sh.601968,sh_601968.csv,12.78515625,宝钢包装,未知行业
sh.601969,sh_601969.csv,13.2802734375,海南矿业,未知行业
sh.601975,sh_601975.csv,13.095703125,招商南油,未知行业
sh.601985,sh_601985.csv,13.2021484375,中国核电,未知行业
sh.601988,sh_601988.csv,13.2021484375,中国银行,未知行业
sh.601990,sh_601990.csv,13.009765625,南京证券,未知行业
sh.601991,sh_601991.csv,12.9892578125,大唐发电,未知行业
sh.601992,sh_601992.csv,12.91015625,金隅集团,未知行业
sh.601995,sh_601995.csv,12.955078125,中金公司,未知行业
sh.601996,sh_601996.csv,12.818359375,丰林集团,未知行业
sh.601997,sh_601997.csv,12.9052734375,贵阳银行,未知行业
sh.601998,sh_601998.csv,13.03125,中信银行,未知行业
sh.601999,sh_601999.csv,12.783203125,出版传媒,未知行业
sh.603000,sh_603000.csv,13.6904296875,人民网,未知行业
sh.603001,sh_603001.csv,12.8046875,奥康国际,未知行业
sh.603002,sh_603002.csv,13.1513671875,宏昌电子,未知行业
sh.603004,sh_603004.csv,13.3779296875,鼎龙科技,未知行业
sh.603005,sh_603005.csv,13.775390625,晶方科技,未知行业
sh.603006,sh_603006.csv,13.3955078125,联明股份,未知行业
sh.603007,sh_603007.csv,12.8369140625,花王股份,未知行业
sh.603008,sh_603008.csv,13.603515625,喜临门,未知行业
sh.603009,sh_603009.csv,13.544921875,北特科技,未知行业
sh.603010,sh_603010.csv,13.5810546875,万盛股份,未知行业
sh.603011,sh_603011.csv,13.7939453125,合锻智能,未知行业
sh.603012,sh_603012.csv,12.8720703125,创力集团,未知行业
sh.603013,sh_603013.csv,13.4453125,亚普股份,未知行业
sh.603014,sh_603014.csv,13.08984375,威高血净,未知行业
sh.603015,sh_603015.csv,13.5107421875,弘讯科技,未知行业
sh.603016,sh_603016.csv,13.404296875,新宏泰,未知行业
sh.603017,sh_603017.csv,13.4912109375,中衡设计,未知行业
sh.603018,sh_603018.csv,12.8095703125,华设集团,未知行业
sh.603019,sh_603019.csv,13.9677734375,中科曙光,未知行业
sh.603020,sh_603020.csv,13.3193359375,爱普股份,未知行业
sh.603021,sh_603021.csv,12.7158203125,ST华鹏,未知行业
sh.603022,sh_603022.csv,13.326171875,新通联,未知行业
sh.603023,sh_603023.csv,12.9736328125,威帝股份,未知行业
sh.603025,sh_603025.csv,13.5908203125,大豪科技,未知行业
sh.603026,sh_603026.csv,13.6845703125,石大胜华,未知行业
sh.603027,sh_603027.csv,13.220703125,千禾味业,未知行业
sh.603028,sh_603028.csv,12.88671875,赛福天,未知行业
sh.603029,sh_603029.csv,13.3271484375,天鹅股份,未知行业
sh.603030,sh_603030.csv,12.9189453125,全筑股份,未知行业
sh.603031,sh_603031.csv,13.505859375,安孚科技,未知行业
sh.603032,sh_603032.csv,13.57421875,德新科技,未知行业
sh.603033,sh_603033.csv,13.42578125,三维股份,未知行业
sh.603035,sh_603035.csv,13.5048828125,常熟汽饰,未知行业
sh.603036,sh_603036.csv,13.4560546875,如通股份,未知行业
sh.603037,sh_603037.csv,13.3193359375,凯众股份,未知行业
sh.603038,sh_603038.csv,13.4697265625,华立股份,未知行业
sh.603039,sh_603039.csv,13.4814453125,泛微网络,未知行业
sh.603040,sh_603040.csv,13.4912109375,新坐标,未知行业
sh.603041,sh_603041.csv,13.2705078125,美思德,未知行业
sh.603042,sh_603042.csv,13.4765625,华脉科技,未知行业
sh.603043,sh_603043.csv,13.421875,广州酒家,未知行业
sh.603045,sh_603045.csv,13.4462890625,福达合金,未知行业
sh.603048,sh_603048.csv,13.3642578125,浙江黎明,未知行业
sh.603049,sh_603049.csv,13.5654296875,中策橡胶,未知行业
sh.603050,sh_603050.csv,13.5,科林电气,未知行业
sh.603051,sh_603051.csv,13.54296875,鹿山新材,未知行业
sh.603052,sh_603052.csv,13.546875,可川科技,未知行业
sh.603053,sh_603053.csv,13.166015625,成都燃气,未知行业
sh.603055,sh_603055.csv,12.859375,台华新材,未知行业
sh.603056,sh_603056.csv,8.919921875,,未匹配到stock_meta
sh.603057,sh_603057.csv,13.4580078125,紫燕食品,未知行业
sh.603058,sh_603058.csv,13.1689453125,永吉股份,未知行业
sh.603059,sh_603059.csv,13.3857421875,倍加洁,未知行业
sh.603060,sh_603060.csv,12.767578125,国检集团,未知行业
sh.603061,sh_603061.csv,14.00390625,金海通,未知行业
sh.603062,sh_603062.csv,13.2958984375,麦加芯彩,未知行业
sh.603063,sh_603063.csv,13.720703125,禾望电气,未知行业
sh.603065,sh_603065.csv,12.759765625,宿迁联盛,未知行业
sh.603066,sh_603066.csv,13.287109375,音飞储存,未知行业
sh.603067,sh_603067.csv,13.64453125,振华股份,未知行业
sh.603068,sh_603068.csv,13.4765625,博通集成,未知行业
sh.603069,sh_603069.csv,13.6083984375,海汽集团,未知行业
sh.603070,sh_603070.csv,13.4091796875,万控智造,未知行业
sh.603071,sh_603071.csv,13.38671875,物产环能,未知行业
sh.603072,sh_603072.csv,13.4912109375,天和磁材,未知行业
sh.603073,sh_603073.csv,13.3642578125,彩蝶实业,未知行业
sh.603075,sh_603075.csv,13.4384765625,热威股份,未知行业
sh.603076,sh_603076.csv,13.4443359375,乐惠国际,未知行业
sh.603077,sh_603077.csv,13.08203125,和邦生物,未知行业
sh.603078,sh_603078.csv,13.3916015625,江化微,未知行业
sh.603079,sh_603079.csv,13.4013671875,圣达生物,未知行业
sh.603080,sh_603080.csv,13.404296875,新疆火炬,未知行业
sh.603081,sh_603081.csv,13.498046875,大丰实业,未知行业
sh.603082,sh_603082.csv,13.34765625,北自科技,未知行业
sh.603083,sh_603083.csv,14.419921875,剑桥科技,未知行业
sh.603085,sh_603085.csv,13.44921875,天成自控,未知行业
sh.603086,sh_603086.csv,12.8525390625,先达股份,未知行业
sh.603087,sh_603087.csv,13.5849609375,甘李药业,未知行业
sh.603088,sh_603088.csv,13.6376953125,宁波精达,未知行业
sh.603089,sh_603089.csv,13.4482421875,正裕工业,未知行业
sh.603090,sh_603090.csv,13.3994140625,宏盛股份,未知行业
sh.603091,sh_603091.csv,13.2470703125,众鑫股份,未知行业
sh.603092,sh_603092.csv,11.2841796875,德力佳,未知行业
sh.603093,sh_603093.csv,13.4716796875,南华期货,未知行业
sh.603095,sh_603095.csv,13.4462890625,越剑智能,未知行业
sh.603096,sh_603096.csv,13.2900390625,新经典,未知行业
sh.603097,sh_603097.csv,13.4443359375,江苏华辰,未知行业
sh.603098,sh_603098.csv,13.4892578125,森特股份,未知行业
sh.603099,sh_603099.csv,13.57421875,长白山,未知行业
sh.603100,sh_603100.csv,13.5263671875,川仪股份,未知行业
sh.603101,sh_603101.csv,13.1767578125,汇嘉时代,未知行业
sh.603102,sh_603102.csv,13.22265625,百合股份,未知行业
sh.603103,sh_603103.csv,13.517578125,横店影视,未知行业
sh.603105,sh_603105.csv,13.3056640625,芯能科技,未知行业
sh.603106,sh_603106.csv,13.392578125,恒银科技,未知行业
sh.603107,sh_603107.csv,13.4072265625,上海汽配,未知行业
sh.603108,sh_603108.csv,13.689453125,润达医疗,未知行业
sh.603109,sh_603109.csv,13.41015625,神驰机电,未知行业
sh.603110,sh_603110.csv,13.4990234375,东方材料,未知行业
sh.603111,sh_603111.csv,12.73046875,康尼机电,未知行业
sh.603112,sh_603112.csv,13.5185546875,华翔股份,未知行业
sh.603113,sh_603113.csv,12.88671875,金能科技,未知行业
sh.603115,sh_603115.csv,13.478515625,海星股份,未知行业
sh.603116,sh_603116.csv,12.6962890625,红蜻蜓,未知行业
sh.603117,sh_603117.csv,12.7158203125,万林物流,未知行业
sh.603118,sh_603118.csv,13.55078125,共进股份,未知行业
sh.603119,sh_603119.csv,13.8291015625,浙江荣泰,未知行业
sh.603120,sh_603120.csv,13.4091796875,肯特催化,未知行业
sh.603121,sh_603121.csv,13.12109375,华培动力,未知行业
sh.603122,sh_603122.csv,13.435546875,合富中国,未知行业
sh.603123,sh_603123.csv,13.7177734375,翠微股份,未知行业
sh.603124,sh_603124.csv,13.6611328125,江南新材,未知行业
sh.603125,sh_603125.csv,13.4912109375,常青科技,未知行业
sh.603126,sh_603126.csv,12.80078125,中材节能,未知行业
sh.603127,sh_603127.csv,13.677734375,昭衍新药,未知行业
sh.603128,sh_603128.csv,12.912109375,华贸物流,未知行业
sh.603129,sh_603129.csv,14.091796875,春风动力,未知行业
sh.603130,sh_603130.csv,13.3857421875,云中马,未知行业
sh.603131,sh_603131.csv,13.6982421875,上海沪工,未知行业
sh.603132,sh_603132.csv,13.5263671875,金徽股份,未知行业
sh.603135,sh_603135.csv,13.1962890625,中重科技,未知行业
sh.603136,sh_603136.csv,13.4306640625,天目湖,未知行业
sh.603137,sh_603137.csv,13.3701171875,恒尚节能,未知行业
sh.603138,sh_603138.csv,13.560546875,海量数据,未知行业
sh.603139,sh_603139.csv,13.3515625,康惠股份,未知行业
sh.603150,sh_603150.csv,13.3876953125,万朗磁塑,未知行业
sh.603151,sh_603151.csv,13.4033203125,邦基科技,未知行业
sh.603153,sh_603153.csv,13.39453125,上海建科,未知行业
sh.603155,sh_603155.csv,13.5576171875,新亚强,未知行业
sh.603156,sh_603156.csv,13.5517578125,养元饮品,未知行业
sh.603158,sh_603158.csv,13.580078125,腾龙股份,未知行业
sh.603159,sh_603159.csv,13.31640625,上海亚虹,未知行业
sh.603160,sh_603160.csv,13.52734375,汇顶科技,未知行业
sh.603161,sh_603161.csv,13.4921875,科华控股,未知行业
sh.603162,sh_603162.csv,13.6357421875,海通发展,未知行业
sh.603163,sh_603163.csv,13.685546875,圣晖集成,未知行业
sh.603165,sh_603165.csv,13.478515625,荣晟环保,未知行业
sh.603166,sh_603166.csv,13.533203125,福达股份,未知行业
sh.603167,sh_603167.csv,12.8134765625,渤海轮渡,未知行业
sh.603168,sh_603168.csv,12.81640625,莎普爱思,未知行业
sh.603169,sh_603169.csv,13.4462890625,兰石重装,未知行业
sh.603170,sh_603170.csv,13.3701171875,宝立食品,未知行业
sh.603171,sh_603171.csv,13.517578125,税友股份,未知行业
sh.603172,sh_603172.csv,13.419921875,万丰股份,未知行业
sh.603173,sh_603173.csv,13.3671875,福斯达,未知行业
sh.603175,sh_603175.csv,12.3271484375,超颖电子,未知行业
sh.603176,sh_603176.csv,12.630859375,汇通集团,未知行业
sh.603177,sh_603177.csv,13.4091796875,德创环保,未知行业
sh.603178,sh_603178.csv,13.4892578125,圣龙股份,未知行业
sh.603179,sh_603179.csv,13.669921875,新泉股份,未知行业
sh.603180,sh_603180.csv,13.32421875,金牌家居,未知行业
sh.603181,sh_603181.csv,13.6025390625,皇马科技,未知行业
sh.603182,sh_603182.csv,13.1669921875,嘉华股份,未知行业
sh.603183,sh_603183.csv,12.865234375,建研院,未知行业
sh.603185,sh_603185.csv,13.6689453125,弘元绿能,未知行业
sh.603186,sh_603186.csv,13.58203125,华正新材,未知行业
sh.603187,sh_603187.csv,13.42578125,海容冷链,未知行业
sh.603188,sh_603188.csv,12.7900390625,亚邦股份,未知行业
sh.603189,sh_603189.csv,13.5322265625,网达软件,未知行业
sh.603190,sh_603190.csv,13.4130859375,亚通精工,未知行业
sh.603191,sh_603191.csv,13.5791015625,望变电气,未知行业
sh.603192,sh_603192.csv,13.427734375,汇得科技,未知行业
sh.603193,sh_603193.csv,13.4443359375,润本股份,未知行业
sh.603194,sh_603194.csv,13.4580078125,中力股份,未知行业
sh.603195,sh_603195.csv,13.5078125,公牛集团,未知行业
sh.603196,sh_603196.csv,13.3720703125,璞源材料,未知行业
sh.603197,sh_603197.csv,13.537109375,保隆科技,未知行业
sh.603198,sh_603198.csv,13.5517578125,迎驾贡酒,未知行业
sh.603199,sh_603199.csv,13.3291015625,九华旅游,未知行业
sh.603200,sh_603200.csv,13.546875,上海洗霸,未知行业
sh.603201,sh_603201.csv,13.4326171875,常润股份,未知行业
sh.603202,sh_603202.csv,13.4189453125,天有为,未知行业
sh.603203,sh_603203.csv,13.4482421875,快克智能,未知行业
sh.603205,sh_603205.csv,13.31640625,健尔康,未知行业
sh.603206,sh_603206.csv,13.3310546875,嘉环科技,未知行业
sh.603207,sh_603207.csv,13.369140625,小方制药,未知行业
sh.603208,sh_603208.csv,13.427734375,江山欧派,未知行业
sh.603209,sh_603209.csv,13.505859375,兴通股份,未知行业
sh.603210,sh_603210.csv,13.412109375,泰鸿万立,未知行业
sh.603211,sh_603211.csv,13.4404296875,晋拓股份,未知行业
sh.603212,sh_603212.csv,13.6650390625,赛伍技术,未知行业
sh.603213,sh_603213.csv,13.3447265625,镇洋发展,未知行业
sh.603214,sh_603214.csv,13.3662109375,爱婴室,未知行业
sh.603215,sh_603215.csv,13.3759765625,比依股份,未知行业
sh.603216,sh_603216.csv,12.9794921875,梦天家居,未知行业
sh.603217,sh_603217.csv,13.4072265625,元利科技,未知行业
sh.603218,sh_603218.csv,13.6767578125,日月股份,未知行业
sh.603219,sh_603219.csv,13.3984375,富佳股份,未知行业
sh.603220,sh_603220.csv,13.6572265625,中贝通信,未知行业
sh.603221,sh_603221.csv,13.41015625,爱丽家居,未知行业
sh.603222,sh_603222.csv,13.2041015625,济民健康,未知行业
sh.603223,sh_603223.csv,13.0361328125,恒通股份,未知行业
sh.603225,sh_603225.csv,13.6484375,新凤鸣,未知行业
sh.603226,sh_603226.csv,13.4248046875,菲林格尔,未知行业
sh.603227,sh_603227.csv,12.927734375,雪峰科技,未知行业
sh.603228,sh_603228.csv,13.736328125,景旺电子,未知行业
sh.603229,sh_603229.csv,13.1083984375,奥翔药业,未知行业
sh.603230,sh_603230.csv,13.3857421875,内蒙新华,未知行业
sh.603231,sh_603231.csv,13.4658203125,索宝蛋白,未知行业
sh.603232,sh_603232.csv,13.701171875,格尔软件,未知行业
sh.603233,sh_603233.csv,13.5400390625,大参林,未知行业
sh.603235,sh_603235.csv,13.2939453125,天新药业,未知行业
sh.603236,sh_603236.csv,13.6279296875,移远通信,未知行业
sh.603237,sh_603237.csv,13.4287109375,五芳斋,未知行业
sh.603238,sh_603238.csv,13.4072265625,诺邦股份,未知行业
sh.603239,sh_603239.csv,13.4814453125,浙江仙通,未知行业
sh.603248,sh_603248.csv,8.12890625,锡华科技,未知行业
sh.603255,sh_603255.csv,13.3125,鼎际得,未知行业
sh.603256,sh_603256.csv,13.6298828125,宏和科技,未知行业
sh.603257,sh_603257.csv,13.46875,中国瑞林,未知行业
sh.603258,sh_603258.csv,13.3740234375,电魂网络,未知行业
sh.603259,sh_603259.csv,13.8857421875,药明康德,未知行业
sh.603260,sh_603260.csv,13.59765625,合盛硅业,未知行业
sh.603261,sh_603261.csv,13.1318359375,*ST立航,未知行业
sh.603262,sh_603262.csv,13.37890625,技源集团,未知行业
sh.603266,sh_603266.csv,13.392578125,天龙股份,未知行业
sh.603267,sh_603267.csv,13.5732421875,鸿远电子,未知行业
sh.603268,sh_603268.csv,13.5166015625,松发股份,未知行业
sh.603269,sh_603269.csv,13.5849609375,海鸥股份,未知行业
sh.603270,sh_603270.csv,13.455078125,金帝股份,未知行业
sh.603271,sh_603271.csv,13.4990234375,永杰新材,未知行业
sh.603272,sh_603272.csv,13.3408203125,联翔股份,未知行业
sh.603273,sh_603273.csv,13.43359375,天元智能,未知行业
sh.603275,sh_603275.csv,13.4033203125,众辰科技,未知行业
sh.603276,sh_603276.csv,13.265625,恒兴新材,未知行业
sh.603277,sh_603277.csv,13.341796875,银都股份,未知行业
sh.603278,sh_603278.csv,13.3955078125,大业股份,未知行业
sh.603279,sh_603279.csv,13.5166015625,景津装备,未知行业
sh.603280,sh_603280.csv,13.4638671875,南方路机,未知行业
sh.603281,sh_603281.csv,13.4404296875,江瀚新材,未知行业
sh.603282,sh_603282.csv,13.3505859375,亚光股份,未知行业
sh.603283,sh_603283.csv,13.6318359375,赛腾股份,未知行业
sh.603284,sh_603284.csv,4.7783203125,林平发展,未知行业
sh.603285,sh_603285.csv,13.4541015625,键邦股份,未知行业
sh.603286,sh_603286.csv,13.4521484375,日盈电子,未知行业
sh.603288,sh_603288.csv,13.7099609375,海天味业,未知行业
sh.603289,sh_603289.csv,13.3115234375,泰瑞机器,未知行业
sh.603290,sh_603290.csv,13.9462890625,斯达半导,未知行业
sh.603291,sh_603291.csv,13.2548828125,联合水务,未知行业
sh.603293,sh_603293.csv,0.8095703125,埃泰克,未知行业
sh.603296,sh_603296.csv,13.7177734375,华勤技术,未知行业
sh.603297,sh_603297.csv,13.970703125,永新光学,未知行业
sh.603298,sh_603298.csv,13.59765625,杭叉集团,未知行业
sh.603299,sh_603299.csv,13.517578125,苏盐井神,未知行业
sh.603300,sh_603300.csv,13.123046875,海南华铁,未知行业
sh.603301,sh_603301.csv,13.5166015625,振德医疗,未知行业
sh.603303,sh_603303.csv,13.353515625,得邦照明,未知行业
sh.603305,sh_603305.csv,13.6083984375,旭升集团,未知行业
sh.603306,sh_603306.csv,13.662109375,华懋科技,未知行业
sh.603307,sh_603307.csv,13.240234375,扬州金泉,未知行业
sh.603308,sh_603308.csv,13.6962890625,应流股份,未知行业
sh.603309,sh_603309.csv,13.4033203125,维力医疗,未知行业
sh.603310,sh_603310.csv,13.3671875,巍华新材,未知行业
sh.603311,sh_603311.csv,13.3994140625,金海高科,未知行业
sh.603312,sh_603312.csv,13.4638671875,西典新能,未知行业
sh.603313,sh_603313.csv,12.9208984375,梦百合,未知行业
sh.603315,sh_603315.csv,13.48046875,福鞍股份,未知行业
sh.603316,sh_603316.csv,13.5107421875,诚邦股份,未知行业
sh.603317,sh_603317.csv,13.5341796875,天味食品,未知行业
sh.603318,sh_603318.csv,12.9169921875,水发燃气,未知行业
sh.603319,sh_603319.csv,13.59765625,美湖股份,未知行业
sh.603320,sh_603320.csv,13.4091796875,迪贝电气,未知行业
sh.603321,sh_603321.csv,12.728515625,梅轮电梯,未知行业
sh.603322,sh_603322.csv,13.5849609375,超讯通信,未知行业
sh.603323,sh_603323.csv,12.87109375,苏农银行,未知行业
sh.603324,sh_603324.csv,13.3447265625,盛剑科技,未知行业
sh.603325,sh_603325.csv,13.2822265625,博隆技术,未知行业
sh.603326,sh_603326.csv,12.783203125,我乐家居,未知行业
sh.603327,sh_603327.csv,13.35546875,福蓉科技,未知行业
sh.603328,sh_603328.csv,13.669921875,依顿电子,未知行业
sh.603329,sh_603329.csv,13.3505859375,上海雅仕,未知行业
sh.603330,sh_603330.csv,12.765625,天洋新材,未知行业
sh.603331,sh_603331.csv,13.462890625,百达精工,未知行业
sh.603332,sh_603332.csv,13.408203125,苏州龙杰,未知行业
sh.603333,sh_603333.csv,12.8154296875,尚纬股份,未知行业
sh.603334,sh_603334.csv,11.462890625,丰倍生物,未知行业
sh.603335,sh_603335.csv,12.873046875,迪生力,未知行业
