排名,concept_name,concept_code,latest_price,pct_amount,pct_chg,total_mv,turn,up_count,down_count,leader_stock,leader_pct_chg,fetch_time
41,2026—季报扭亏,BK1682,1015.28,20.61,2.07,469484688000,5.64,6,3,龙蟠科技,9.99,2026-04-22 14:49:30
44,苹果概念,BK0666,5462.88,110.3,2.06,5349577728000,3.05,95,26,三安光电,10.01,2026-04-22 14:49:30
42,昨日首板,BK1630,1941.06,39.24,2.06,451185760000,10.7,26,19,安诺其,20.0,2026-04-22 14:49:30
43,腾讯云,BK1189,1140.95,23.08,2.06,627140096000,4.11,14,5,宏景科技,17.73,2026-04-22 14:49:30
45,昨日涨停,BK0815,62921.92,1254.96,2.04,568639088000,11.9,37,22,金 螳 螂,10.02,2026-04-22 14:49:30
46,柔性屏(折叠屏),BK1160,2196.15,43.08,2.0,1585924560000,2.81,60,13,沃格光电,10.0,2026-04-22 14:49:30
47,植物照明,BK1007,1282.12,25.13,2.0,200855798000,4.66,12,6,三安光电,10.01,2026-04-22 14:49:30
48,激光雷达,BK1002,2864.8,55.87,1.99,1023742240000,4.88,33,10,仕佳光子,7.0,2026-04-22 14:49:30
49,蓝宝石,BK0674,3995.94,77.78,1.99,742168272000,5.34,12,6,三安光电,10.01,2026-04-22 14:49:30
50,5G概念,BK0714,2124.27,40.49,1.94,14503075328000,3.66,241,81,武汉凡谷,10.02,2026-04-22 14:49:30
51,AI眼镜,BK1178,2393.46,45.48,1.94,3743644320000,3.28,98,21,三安光电,10.01,2026-04-22 14:49:30
54,第三代半导体,BK0952,2347.84,44.41,1.93,2969370512000,4.97,78,31,金 螳 螂,10.02,2026-04-22 14:49:30
55,光刻机(胶),BK0884,4515.34,85.67,1.93,1904521408000,4.59,69,26,沃格光电,10.0,2026-04-22 14:49:30
52,UWB概念,BK0880,2084.24,39.53,1.93,510112928000,2.55,16,3,力源信息,6.73,2026-04-22 14:49:30
53,地热能,BK0622,6494.18,123.01,1.93,127212835000,5.14,5,4,冰轮环境,10.01,2026-04-22 14:49:30
56,汽车芯片,BK0969,1556.4,29.31,1.92,1995790736000,3.09,56,13,三安光电,10.01,2026-04-22 14:49:30
57,超导概念,BK0679,7819.85,146.7,1.91,656769200000,2.77,15,4,中信金属,10.02,2026-04-22 14:49:30
59,云计算,BK0579,3838.21,71.57,1.9,7835846400000,2.84,129,31,杭钢股份,9.97,2026-04-22 14:49:30
58,荣耀概念,BK1177,2215.13,41.31,1.9,1274050688000,2.79,45,10,三安光电,10.01,2026-04-22 14:49:30
61,半导体概念,BK0917,2662.79,49.14,1.88,15805843968000,3.53,360,109,金 螳 螂,10.02,2026-04-22 14:49:30
62,国产芯片,BK0891,4860.44,89.48,1.88,14990282496000,3.46,293,77,安诺其,20.0,2026-04-22 14:49:30
60,被动元件概念,BK0976,2071.42,38.26,1.88,661168272000,4.42,23,4,伊戈尔,6.61,2026-04-22 14:49:30
63,2026—季报预增,BK1680,1027.01,18.64,1.85,4350328320000,3.4,77,28,金洲管道,9.97,2026-04-22 14:49:30
64,CAR-T细胞疗法,BK0986,1255.27,22.49,1.82,574383584000,1.81,18,5,阳普医疗,8.44,2026-04-22 14:49:30
65,碳基材料,BK1006,1190.39,21.13,1.81,199605917000,3.46,14,5,翔丰华,19.99,2026-04-22 14:49:30
66,氦气概念,BK0949,3018.92,53.45,1.8,262859447000,6.58,7,8,水发燃气,10.06,2026-04-22 14:49:30
67,显示技术,BK1651,1011.17,17.67,1.78,847228176000,2.51,37,11,沃格光电,10.0,2026-04-22 14:49:30
68,6G概念,BK0964,2542.62,44.3,1.77,3185914096000,6.98,27,9,亨通光电,10.0,2026-04-22 14:49:30
69,混合现实,BK1141,1939.14,33.72,1.77,1398773152000,2.62,22,8,精测电子,9.05,2026-04-22 14:49:30
70,东数西算,BK1064,2133.6,36.72,1.75,1675443920000,5.34,49,17,冰轮环境,10.01,2026-04-22 14:49:30
71,2025三季报预减,BK1199,1286.12,21.75,1.72,70556659000,2.92,8,0,奥来德,3.39,2026-04-22 14:49:30
73,大盘成长,BK1665,1076.51,18.01,1.7,17432735744000,1.36,68,23,三安光电,10.01,2026-04-22 14:49:30
72,无线耳机,BK0893,2584.95,43.26,1.7,3199118528000,3.7,64,14,鹏鼎控股,10.01,2026-04-22 14:49:30
74,最近多板,BK1638,1460.57,24.22,1.69,2134386736000,10.09,91,59,金 螳 螂,10.02,2026-04-22 14:49:30
76,百日新高,BK1676,1073.05,17.65,1.67,6304626176000,5.18,78,38,金 螳 螂,10.02,2026-04-22 14:49:30
75,第四代半导体,BK1121,2364.15,38.93,1.67,205894257000,4.18,4,1,衢州发展,7.18,2026-04-22 14:49:30
77,AI芯片,BK1127,1936.75,31.47,1.65,2808108496000,3.06,35,4,力源信息,6.65,2026-04-22 14:49:30
78,消费电子概念,BK1646,1053.58,16.66,1.61,5218823168000,3.35,140,35,天通股份,9.99,2026-04-22 14:49:30
79,近期新高,BK1674,1068.88,16.81,1.6,6314524160000,5.68,83,40,金 螳 螂,10.02,2026-04-22 14:49:30
80,小米概念,BK0833,2531.8,39.46,1.58,4648150528000,2.85,163,59,沃格光电,10.0,2026-04-22 14:49:30
81,超级电容,BK0703,5629.96,87.44,1.58,817254048000,4.02,20,11,博迁新材,10.0,2026-04-22 14:49:30
82,屏下摄像,BK0947,955.37,14.81,1.57,510333440000,1.82,7,1,中兴通讯,6.28,2026-04-22 14:49:30
84,智能穿戴,BK0641,4201.7,63.44,1.53,3887069856000,3.02,105,19,沃格光电,10.0,2026-04-22 14:49:30
83,创业成份,BK0638,2552.94,38.37,1.53,10140078592000,3.25,74,25,协创数据,20.0,2026-04-22 14:49:30
85,无线充电,BK0960,3671.39,55.22,1.53,2414046336000,3.9,31,8,天通股份,9.99,2026-04-22 14:49:30
86,LED概念,BK0580,4932.8,73.54,1.51,2177734992000,3.38,68,30,三安光电,10.01,2026-04-22 14:49:30
87,电子烟,BK0865,2858.38,42.21,1.5,1551552112000,4.14,35,17,沃格光电,10.0,2026-04-22 14:49:30
88,财税数字化,BK1176,1907.24,28.1,1.5,531306096000,2.06,33,7,宏景科技,17.73,2026-04-22 14:49:30
90,中盘成长,BK1669,1071.16,15.72,1.49,10797865216000,2.64,170,61,永鼎股份,10.0,2026-04-22 14:49:30
89,石墨烯,BK0617,3042.13,44.74,1.49,1221119936000,4.04,41,26,杭电股份,10.02,2026-04-22 14:49:30
91,网络安全,BK0655,5099.3,73.2,1.46,4987142400000,2.49,98,32,永鼎股份,10.0,2026-04-22 14:49:30
92,稀缺资源,BK0519,38736.17,557.4,1.46,5486407936000,1.99,48,29,中信金属,10.02,2026-04-22 14:49:30
94,基金重仓,BK0536,14597.46,208.07,1.45,3112057600000,2.69,30,10,新易盛,8.06,2026-04-22 14:49:30
93,C2M概念,BK0955,1459.38,20.82,1.45,309911440000,1.63,17,20,安诺其,20.0,2026-04-22 14:49:30
95,互联网服务,BK0447,33829.31,479.7,1.44,2209818304000,4.67,105,38,恒为科技,9.99,2026-04-22 14:49:30
96,量子科技,BK0710,3782.01,53.3,1.43,2526548592000,1.42,35,18,亨通光电,10.0,2026-04-22 14:49:30
97,3D摄像头,BK0901,1785.26,25.24,1.43,767338112000,3.06,7,2,晶方科技,3.72,2026-04-22 14:49:30
99,无人驾驶,BK0802,2365.66,33.21,1.42,7905352960000,2.6,198,70,康盛股份,9.95,2026-04-22 14:49:30
100,数据中心,BK0922,2349.66,32.85,1.42,9637902848000,2.73,165,75,永鼎股份,10.0,2026-04-22 14:49:30
98,VPN,BK0885,1370.27,19.2,1.42,386418304000,5.27,15,4,优刻得-W,5.51,2026-04-22 14:49:30
101,智能电视,BK0656,1410.2,19.2,1.38,313110880000,2.67,9,2,兆驰股份,9.1,2026-04-22 14:49:30
102,小盘成长,BK1667,1076.93,14.46,1.36,6481053440000,3.58,220,104,博迁新材,10.0,2026-04-22 14:49:30
103,华为概念,BK0854,4634.19,61.49,1.34,19043023872000,3.13,503,235,武汉凡谷,10.02,2026-04-22 14:49:30
104,湖北自贸,BK0926,2417.7,32.03,1.34,657046880000,3.84,16,12,光电股份,10.0,2026-04-22 14:49:30
105,边缘计算,BK0860,2359.49,30.67,1.32,3421066112000,2.34,99,26,剑桥科技,9.18,2026-04-22 14:49:30
107,IGBT概念,BK1048,1045.78,13.3,1.29,2167117712000,2.47,28,14,科威尔,11.32,2026-04-22 14:49:30
106,钛白粉概念,BK0805,1553.45,19.73,1.29,234771348000,1.6,10,2,坤彩科技,3.91,2026-04-22 14:49:30
108,物联网,BK0554,18290.71,231.02,1.28,10835278080000,2.92,264,111,武汉凡谷,10.02,2026-04-22 14:49:30
109,信创,BK1104,2040.45,25.72,1.28,4471773952000,3.06,185,56,恒为科技,9.99,2026-04-22 14:49:30
111,机器视觉,BK0998,2119.64,26.59,1.27,940079424000,2.87,63,23,光电股份,10.0,2026-04-22 14:49:30
110,小金属概念,BK0695,4717.71,59.15,1.27,5670392064000,2.65,62,48,中信金属,10.02,2026-04-22 14:49:30
112,国资云概念,BK1008,1716.76,21.58,1.27,478892976000,4.36,14,6,杭钢股份,9.97,2026-04-22 14:49:30
114,碳化硅,BK0977,2088.48,26.07,1.26,1372935760000,4.55,32,11,三安光电,10.01,2026-04-22 14:49:30
115,智谱AI概念,BK1182,1326.31,16.44,1.26,481809440000,4.82,21,12,并行科技,5.9,2026-04-22 14:49:30
113,工业气体,BK0981,2545.88,31.68,1.26,607466640000,3.32,17,11,诚志股份,10.05,2026-04-22 14:49:30
116,熔盐储能,BK1103,1192.17,14.54,1.23,108670723000,2.07,6,5,冰轮环境,10.01,2026-04-22 14:49:30
117,ChatGPT概念,BK1126,2200.82,26.55,1.22,1347156400000,3.38,44,23,金证股份,10.0,2026-04-22 14:49:30
118,氮化镓,BK0916,1955.54,23.26,1.2,1310016096000,4.7,35,11,三安光电,10.01,2026-04-22 14:49:30
119,锂矿概念,BK1173,2489.06,29.63,1.2,4740841472000,3.14,23,13,新迅达,7.97,2026-04-22 14:49:30
120,宁组合,BK1000,647.58,7.62,1.19,5394649344000,1.73,19,5,三安光电,10.01,2026-04-22 14:49:30
121,超清视频,BK0859,2320.25,27.15,1.18,3036578304000,2.49,64,31,天通股份,9.99,2026-04-22 14:49:30
123,传感器,BK0905,2399.69,27.72,1.17,2429622784000,3.5,75,44,立达信,10.02,2026-04-22 14:49:30
122,虚拟机器人,BK1190,1365.01,15.79,1.17,668006384000,2.78,13,2,金证股份,10.0,2026-04-22 14:49:30
124,大数据,BK0634,5933.03,67.84,1.16,6702024448000,3.24,201,89,永鼎股份,10.0,2026-04-22 14:49:30
125,车联网(车路云),BK0920,1654.34,18.85,1.15,6515373568000,2.53,139,70,协创数据,20.0,2026-04-22 14:49:30
126,鸿蒙概念,BK0953,1686.54,18.79,1.13,2586158080000,3.15,90,30,立达信,10.02,2026-04-22 14:49:30
127,北交所概念,BK0925,2418.15,26.86,1.12,371812656000,4.3,14,10,京投发展,10.04,2026-04-22 14:49:30
128,3D玻璃,BK0881,1674.02,18.26,1.1,404014304000,5.77,9,5,沃格光电,10.0,2026-04-22 14:49:30
131,新型工业化,BK1150,1591.86,17.24,1.09,2813239408000,2.33,64,36,恒为科技,9.99,2026-04-22 14:49:30
129,特高压,BK0918,3150.1,33.86,1.09,2333773568000,3.42,50,37,杭电股份,10.02,2026-04-22 14:49:30
130,高压快充,BK1144,1645.06,17.7,1.09,866536240000,4.04,38,18,鑫宏业,7.39,2026-04-22 14:49:30
133,2025年报预增,BK1677,1015.72,10.83,1.08,18684846848000,2.22,391,220,永鼎股份,10.0,2026-04-22 14:49:30
132,CRO,BK0899,1932.51,20.64,1.08,743805424000,1.72,29,8,昊帆生物,9.16,2026-04-22 14:49:30
134,生物识别,BK0970,1863.93,19.69,1.07,1160954144000,2.2,35,16,*ST赛为,12.52,2026-04-22 14:49:30
135,可控核聚变,BK1163,2630.1,27.13,1.04,2541739840000,2.06,48,29,永鼎股份,10.0,2026-04-22 14:49:30
136,3D打印,BK0619,8763.52,89.6,1.03,1167912768000,3.59,45,26,安诺其,20.0,2026-04-22 14:49:30
137,科创板做市股,BK1108,1363.75,13.79,1.02,2181508960000,1.43,31,13,DR福立旺,8.57,2026-04-22 14:49:30
138,智慧城市,BK0628,6210.08,61.58,1.0,2849385424000,2.8,133,80,金证股份,10.0,2026-04-22 14:49:30
139,燃料电池概念,BK0682,4731.77,46.96,1.0,3500155888000,2.42,83,58,康盛股份,9.95,2026-04-22 14:49:30
140,小米汽车,BK1155,1815.83,17.96,1.0,5059074816000,2.34,69,33,亨通光电,10.0,2026-04-22 14:49:30
142,专精特新,BK1005,1796.08,17.56,0.99,13125877248000,3.56,784,441,海星股份,10.0,2026-04-22 14:49:30
143,深证100R,BK0743,1391.65,13.58,0.99,17716709632000,1.21,55,44,东山精密,10.0,2026-04-22 14:49:30
141,磷化工,BK1010,1090.45,10.64,0.99,1331383776000,2.34,29,17,史丹利,9.98,2026-04-22 14:49:30
144,特斯拉概念,BK0644,7561.94,73.74,0.98,7488194048000,2.77,131,76,天通股份,9.99,2026-04-22 14:49:30
145,AI制药（医疗）,BK1170,1416.17,13.43,0.96,712185280000,2.81,40,19,泓博医药,8.72,2026-04-22 14:49:30
146,2025三季报预增,BK1198,1137.59,10.76,0.95,3839413792000,2.42,51,37,涛涛车业,15.09,2026-04-22 14:49:30
147,重组蛋白,BK1063,1105.98,10.4,0.95,266084753000,2.45,12,6,迈威生物-U,8.28,2026-04-22 14:49:30
149,智能家居,BK0680,3281.84,30.45,0.94,4139537344000,2.26,98,60,立达信,10.02,2026-04-22 14:49:30
148,EDA概念,BK0946,1560.63,14.6,0.94,263932721000,1.98,9,3,广立微,3.19,2026-04-22 14:49:30
150,DeepSeek概念,BK1188,1407.91,12.72,0.91,4650494208000,3.09,167,82,万马科技,15.07,2026-04-22 14:49:30
152,电网概念,BK1647,966.71,8.7,0.91,3651298448000,4.07,137,85,杭电股份,10.02,2026-04-22 14:49:30
151,减肥药,BK1146,1325.65,11.95,0.91,933566720000,1.8,26,9,信立泰,4.58,2026-04-22 14:49:30
153,尾气治理,BK0932,2169.25,19.54,0.91,370200048000,4.15,17,18,龙蟠科技,9.99,2026-04-22 14:49:30
154,电池技术,BK1648,1019.66,9.05,0.9,15894625280000,2.96,353,222,博迁新材,10.0,2026-04-22 14:49:30
157,人工智能,BK0800,1963.58,17.41,0.89,14712811520000,2.49,454,232,苏州高新,9.97,2026-04-22 14:49:30
155,中盘股,BK1664,1039.79,9.21,0.89,20626573824000,1.69,302,182,中信金属,10.02,2026-04-22 14:49:30
158,人形机器人,BK1184,1855.55,16.4,0.89,5721558784000,2.34,151,82,斯莱克,15.8,2026-04-22 14:49:30
156,固态电池,BK0968,2813.03,24.93,0.89,7297116928000,3.48,131,78,翔丰华,19.99,2026-04-22 14:49:30
159,机器人概念,BK1090,2208.77,19.2,0.88,14263005696000,2.49,433,238,光电股份,10.0,2026-04-22 14:49:30
160,创新医疗服务,BK1658,1004.37,8.8,0.88,1448022736000,1.87,54,23,九安医疗,9.18,2026-04-22 14:49:30
162,智能电网,BK0581,2436.74,21.12,0.87,3136748048000,3.89,121,70,恒为科技,9.99,2026-04-22 14:49:30
161,电子纸概念,BK1057,1229.12,10.61,0.87,355219040000,2.93,10,3,劲拓股份,3.69,2026-04-22 14:49:30
164,深成500,BK0568,1541.71,13.16,0.86,31437605632000,1.91,304,182,东山精密,10.0,2026-04-22 14:49:30
163,数字货币,BK0883,1993.62,17.06,0.86,1129595408000,2.37,57,24,金证股份,10.0,2026-04-22 14:49:30
166,小盘股,BK1643,969.54,8.16,0.85,17471159040000,2.59,582,392,博迁新材,10.0,2026-04-22 14:49:30
168,2025年报扭亏,BK1679,1013.44,8.53,0.85,5676242432000,3.28,199,165,光电股份,10.0,2026-04-22 14:49:30
167,多模态AI,BK1153,1408.02,11.87,0.85,1245780128000,3.21,40,26,九安医疗,9.18,2026-04-22 14:49:30
165,电子后视镜,BK1125,1809.78,15.23,0.85,346737264000,2.23,12,11,盛视科技,8.75,2026-04-22 14:49:30
170,锂电池概念,BK0574,4773.34,39.6,0.84,12462193408000,3.34,246,164,博迁新材,10.0,2026-04-22 14:49:30
171,充电桩,BK0700,3428.98,28.52,0.84,5538888448000,3.23,163,91,天通股份,9.99,2026-04-22 14:49:30
169,盲盒经济,BK0954,1542.67,12.88,0.84,136061878000,3.57,6,6,顺网科技,4.69,2026-04-22 14:49:30
174,中证500,BK0701,2704.82,22.27,0.83,19559358208000,1.79,297,181,中信金属,10.02,2026-04-22 14:49:30
172,深圳特区,BK0549,41997.17,346.26,0.83,11614616832000,2.05,208,136,翔丰华,19.99,2026-04-22 14:49:30
175,昨日高振幅,BK1633,992.26,8.18,0.83,7701187584000,6.96,189,166,海星股份,10.0,2026-04-22 14:49:30
173,工业母机,BK1004,2321.02,19.12,0.83,1840010688000,2.04,60,24,乔锋智能,8.96,2026-04-22 14:49:30
177,上证380,BK0705,3073.87,24.93,0.82,12451986432000,1.47,220,145,中信金属,10.02,2026-04-22 14:49:30
176,Web3.0,BK1110,2009.02,16.34,0.82,585913872000,5.16,30,18,东方国信,7.8,2026-04-22 14:49:30
179,体外诊断概念,BK0841,1423.95,11.47,0.81,851316080000,1.78,43,23,九安医疗,10.0,2026-04-22 14:49:30
178,碳纤维,BK1171,1922.54,15.48,0.81,630589920000,4.0,23,15,博云新材,6.74,2026-04-22 14:49:30
180,区块链,BK0830,1213.78,9.6,0.8,9730590720000,1.3,141,83,安诺其,20.0,2026-04-22 14:49:30
182,AI智能体,BK0809,1316.4,10.44,0.8,2065060384000,3.7,90,49,宏景科技,17.58,2026-04-22 14:49:30
183,钠离子电池,BK0988,2083.32,16.57,0.8,3428053568000,3.34,40,25,翔丰华,19.99,2026-04-22 14:49:30
181,增强现实,BK0801,1539.02,12.28,0.8,953146512000,2.51,30,15,环旭电子,6.47,2026-04-22 14:49:30
187,新材料,BK0523,40993.62,320.58,0.79,7381826304000,3.27,215,157,安诺其,20.0,2026-04-22 14:49:30
185,AI应用,BK1629,862.62,6.79,0.79,3778540272000,2.88,125,72,协创数据,20.0,2026-04-22 14:49:30
188,阿里概念,BK0689,2927.28,23.03,0.79,5123534336000,2.3,100,65,杭钢股份,9.97,2026-04-22 14:49:30
186,卫星互联网,BK0921,2349.23,18.3,0.79,2851361056000,2.17,50,38,武汉凡谷,10.02,2026-04-22 14:49:30
184,券商概念,BK0711,1102.25,8.63,0.79,3876995696000,0.91,41,10,金证股份,10.0,2026-04-22 14:49:30
189,新能源车,BK0900,2726.09,21.09,0.78,17120180480000,3.05,391,265,永鼎股份,10.0,2026-04-22 14:49:30
190,国产软件,BK0696,3775.5,28.8,0.77,3311665712000,3.1,163,67,恒为科技,9.99,2026-04-22 14:49:30
193,昨日高换手,BK1632,813.45,6.22,0.77,1223566528000,16.52,46,44,华电辽能,9.96,2026-04-22 14:49:30
192,精准诊断,BK1659,991.71,7.58,0.77,817069344000,1.67,40,20,九安医疗,9.18,2026-04-22 14:49:30
191,核污染防治,BK0983,1959.1,15.0,0.77,501274720000,1.34,18,13,优利德,17.39,2026-04-22 14:49:30
194,移动支付,BK0556,13199.39,99.03,0.76,3118396416000,1.68,44,23,国民技术,6.62,2026-04-22 14:49:30
195,数字水印,BK1129,1177.73,8.83,0.76,127081364000,5.89,10,8,东方国信,7.8,2026-04-22 14:49:30
196,数据安全,BK1047,1116.67,8.32,0.75,1188409648000,1.84,53,26,恒为科技,9.99,2026-04-22 14:49:30
197,PEEK材料概念,BK1156,2012.52,14.97,0.75,906864208000,3.0,27,15,江苏博云,20.0,2026-04-22 14:49:30
200,融资融券,BK0596,3374.37,24.84,0.74,121892589568000,1.48,2168,1554,金 螳 螂,10.02,2026-04-22 14:49:30
199,虚拟现实,BK0722,1396.01,10.29,0.74,4346053888000,2.84,133,81,精测电子,8.99,2026-04-22 14:49:30
198,虚拟电厂,BK0958,2545.01,18.63,0.74,1092858256000,2.97,40,26,东方国信,8.31,2026-04-22 14:49:30
201,PLC概念,BK1119,1495.15,10.97,0.74,364104896000,1.82,8,2,宝信软件,3.76,2026-04-22 14:49:30
202,氟化工概念,BK0690,5934.7,42.83,0.73,1130978560000,3.06,20,16,光电股份,10.0,2026-04-22 14:49:30
203,转债标的,BK0528,13362.69,96.02,0.72,6835915520000,1.92,194,144,翔丰华,19.99,2026-04-22 14:49:30
204,储能概念,BK0989,2643.06,18.69,0.71,13067131136000,2.73,255,180,苏州高新,9.97,2026-04-22 14:49:30
207,氢能源,BK0864,1687.24,11.92,0.71,6335330560000,2.12,145,116,华电辽能,9.96,2026-04-22 14:49:30
206,工业互联,BK0832,2804.86,19.84,0.71,6185842432000,2.37,128,67,工业富联,9.3,2026-04-22 14:49:30
208,数据要素,BK1135,1286.65,9.01,0.71,2132514432000,2.31,99,56,鸿泉技术,11.52,2026-04-22 14:49:30
205,互联医疗,BK0837,1102.88,7.82,0.71,4571188736000,1.71,56,39,九安医疗,10.0,2026-04-22 14:49:30
210,沪股通,BK0707,2690.59,18.48,0.69,75773177856000,1.04,829,659,中信金属,10.02,2026-04-22 14:49:30
209,创业板综,BK0742,2109.67,14.52,0.69,20244642304000,3.73,751,580,安诺其,20.0,2026-04-22 14:49:30
211,互联网金融,BK0637,5369.78,36.82,0.69,20974469376000,0.47,120,69,苏州高新,9.97,2026-04-22 14:49:30
214,医疗器械概念,BK0668,4602.31,31.26,0.68,5284632832000,2.0,188,141,世嘉科技,10.0,2026-04-22 14:49:30
217,创新药,BK1106,1534.53,10.4,0.68,3672796128000,1.81,103,65,泓博医药,8.74,2026-04-22 14:49:30
215,抖音概念(字节概念),BK0923,1613.79,10.87,0.68,2088887552000,4.58,49,42,*ST赛为,12.52,2026-04-22 14:49:30
212,免疫治疗,BK0698,1619.35,10.86,0.68,487562736000,1.46,24,18,迈威生物-U,8.36,2026-04-22 14:49:30
213,胎压监测,BK0898,2576.71,17.3,0.68,393802656000,1.96,14,14,鸿泉技术,11.52,2026-04-22 14:49:30
216,发电机概念,BK1014,2006.61,13.6,0.68,226094349000,1.98,10,13,*ST金灵,5.59,2026-04-22 14:49:30
218,百度概念,BK0845,1906.88,12.68,0.67,3547907088000,3.36,89,58,博睿数据,11.75,2026-04-22 14:49:30
221,MSCI中国,BK0821,1536.11,10.03,0.66,81728634880000,0.85,304,255,东方电缆,10.0,2026-04-22 14:49:30
220,无人机,BK0704,2935.85,19.24,0.66,4072315248000,3.46,119,92,科翔股份,14.49,2026-04-22 14:49:30
219,华为汽车,BK0984,2579.49,17.03,0.66,2182737184000,2.42,77,40,海泰科,6.8,2026-04-22 14:49:30
222,光伏概念,BK0588,4526.03,29.11,0.65,10317077504000,2.74,238,184,同德化工,10.02,2026-04-22 14:49:30
223,数字经济,BK1061,1400.15,9.07,0.65,2042931472000,2.73,110,70,金证股份,10.0,2026-04-22 14:49:30
225,智慧政务,BK0886,1584.77,10.19,0.65,787571696000,2.52,52,31,宏景科技,17.74,2026-04-22 14:49:30
224,汽车拆解,BK0943,1440.43,9.25,0.65,286042000000,2.39,11,7,杭钢股份,9.97,2026-04-22 14:49:30
227,商业航天,BK0963,2855.06,18.23,0.64,6665912832000,3.51,160,131,金 螳 螂,10.02,2026-04-22 14:49:30
226,元宇宙概念,BK1009,2412.38,15.31,0.64,4495598336000,3.68,80,59,东方国信,7.86,2026-04-22 14:49:30
228,精准医疗,BK0806,1122.8,7.17,0.64,580636208000,1.64,30,14,阳普医疗,8.31,2026-04-22 14:49:30
229,数据确权,BK1118,1576.08,10.0,0.64,271833184000,2.88,19,13,佳华科技,5.5,2026-04-22 14:49:30
230,民爆概念,BK1066,1750.25,10.72,0.62,279105616000,1.42,13,8,同德化工,10.02,2026-04-22 14:49:30
233,深股通,BK0804,1359.01,8.27,0.61,44527836928000,2.6,960,731,金 螳 螂,10.02,2026-04-22 14:49:30
232,风能,BK0595,3033.55,18.28,0.61,9305103104000,2.25,124,105,永鼎股份,10.0,2026-04-22 14:49:30
231,时空大数据,BK1130,1686.73,10.17,0.61,385653648000,3.59,18,8,零点有数,5.24,2026-04-22 14:49:30
234,股权激励,BK0567,3933.3,23.52,0.6,5578822656000,2.07,120,89,海星股份,10.0,2026-04-22 14:49:30
235,网络游戏,BK0509,14405.87,85.58,0.6,1216084768000,2.66,32,35,科新发展,10.02,2026-04-22 14:49:30
236,QFII重仓,BK0535,25517.6,146.25,0.58,5433937920000,4.07,194,186,永鼎股份,10.0,2026-04-22 14:49:30
239,单抗概念,BK0870,1798.61,10.43,0.58,1725801600000,1.24,29,19,迈威生物-U,8.36,2026-04-22 14:49:30
237,BC电池,BK1148,1420.71,8.14,0.58,699068384000,2.84,14,11,帝尔激光,10.59,2026-04-22 14:49:30
238,全息技术,BK0699,3261.03,18.72,0.58,259676611000,3.26,5,5,苏州科达,5.02,2026-04-22 14:49:30
241,碳交易,BK0966,2028.37,11.42,0.57,2897270384000,1.48,69,63,杭电股份,10.02,2026-04-22 14:49:30
240,汽车整车,BK1029,1767.54,9.99,0.57,2115313072000,1.58,16,8,金龙汽车,5.38,2026-04-22 14:49:30
242,磁悬浮概念,BK0975,2562.32,14.2,0.56,913289184000,1.69,11,18,永鼎股份,10.0,2026-04-22 14:49:30
245,跨境支付,BK1071,1704.72,9.26,0.55,13248194560000,0.26,39,22,软通动力,7.85,2026-04-22 14:49:30
244,阿兹海默,BK0894,2123.14,11.65,0.55,277982496000,2.91,16,5,康缘药业,2.67,2026-04-22 14:49:30
243,数字阅读,BK0959,1718.65,9.39,0.55,199635291000,2.17,10,8,天音控股,5.1,2026-04-22 14:49:30
246,培育钻石,BK1023,2524.37,13.31,0.53,257376234000,2.75,7,9,沃尔德,8.78,2026-04-22 14:49:30
248,病原体防治,BK1657,1009.41,5.25,0.52,1817992448000,2.07,97,69,九安医疗,9.18,2026-04-22 14:49:30
249,参股期货,BK0524,33125.88,172.94,0.52,2967937424000,1.09,24,19,新黄浦,7.38,2026-04-22 14:49:30
247,科创板做市商,BK1107,1381.89,7.2,0.52,1828010848000,0.69,8,3,华泰证券,2.22,2026-04-22 14:49:30
250,大盘股,BK1663,1027.57,5.17,0.51,72373440512000,0.6,139,156,三安光电,10.01,2026-04-22 14:49:30
255,AIGC概念,BK1111,2290.8,11.54,0.51,2191350432000,3.72,58,54,协创数据,20.0,2026-04-22 14:49:30
253,独角兽,BK0835,2260.02,11.51,0.51,5160727808000,2.03,57,45,远东股份,9.92,2026-04-22 14:49:30
251,汽车热管理,BK1089,2362.15,12.1,0.51,1192162304000,3.42,53,42,康盛股份,9.95,2026-04-22 14:49:30
252,黄金概念,BK0547,21455.66,107.97,0.51,3461854528000,2.12,36,35,中信金属,10.02,2026-04-22 14:49:30
254,空间站概念,BK0994,2816.98,14.24,0.51,415644672000,5.74,10,10,雷科防务,5.94,2026-04-22 14:49:30
256,毛发医疗,BK0996,1024.26,5.15,0.51,132154163000,1.75,8,9,康惠股份,5.64,2026-04-22 14:49:30
257,创投,BK0506,19250.95,96.23,0.5,5992695296000,2.46,151,136,武汉凡谷,10.02,2026-04-22 14:49:30
259,贬值受益,BK0812,1877.03,9.1,0.49,4614752512000,2.37,92,84,江苏博云,20.0,2026-04-22 14:49:30
258,ERP概念,BK1133,1505.37,7.38,0.49,298939168000,2.77,16,6,宝信软件,3.76,2026-04-22 14:49:30
260,超超临界发电,BK1087,1648.9,7.88,0.48,1440216928000,2.25,28,19,常宝股份,5.22,2026-04-22 14:49:30
261,辅助生殖,BK0939,1130.75,5.41,0.48,579009968000,2.09,28,23,华康洁净,10.86,2026-04-22 14:49:30
262,机构重仓,BK0552,18698.44,87.48,0.47,49028658944000,1.0,536,526,苏州高新,9.97,2026-04-22 14:49:30
